Name,CASRN_DTXSID,Identifier,SMILES_DTXSID,SMILES,MolecularFormula,MonoisotopicMass,InChI,InChIKey,DTXCID_MSready,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MGperKG_BWperDAY,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,KEMIMARKET,MASSBANKREF,NORMANPRI,STOFFIDENT,TOXCAST
"5,7-Dimethyl-1,2,3,4-tetrahydro-1,8-naphthyridine",65541-95-9,DTXSID20495257,CC1=NC2=C(CCCN2)C(C)=C1,CC1=NC2=C(CCCN2)C(C)=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-6-8(2)12-10-9(7)4-3-5-11-10/h6H,3-5H2,1-2H3,(H,11,12)",DXIRHDQUVVQLGI-UHFFFAOYSA-N,DTXCID20446067,-,2,-,-,25,-,-,-,-,-,-
"2,3,4,5-Tetrahydro-1H-3-benzazepin-2-amine",205393-48-2,DTXSID60856060,NC1CC2=CC=CC=C2CCN1,NC1CC2=CC=CC=C2CCN1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-10-7-9-4-2-1-3-8(9)5-6-12-10/h1-4,10,12H,5-7,11H2",DZPOFFRXIJFWQT-UHFFFAOYSA-N,DTXCID10907970,-,1,-,-,9,-,-,-,-,-,-
"1,2,3,4-Tetrahydronaphthalene-2,7-diamine--hydrogen chloride (1/2)",861352-50-3,DTXSID20695770,Cl.Cl.NC1CCC2=C(C1)C=C(N)C=C2,NC1CCC2=CC=C(N)C=C2C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-3-1-7-2-4-10(12)6-8(7)5-9/h1,3,5,10H,2,4,6,11-12H2",FISUQAVKGARTJH-UHFFFAOYSA-N,DTXCID00945008,-,1,-,-,8,-,-,-,-,-,-
"1,2,3,4-Tetrahydronaphthalene-2,7-diamine",103393-75-5,DTXSID70564184,NC1CCC2=C(C1)C=C(N)C=C2,NC1CCC2=CC=C(N)C=C2C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-3-1-7-2-4-10(12)6-8(7)5-9/h1,3,5,10H,2,4,6,11-12H2",FISUQAVKGARTJH-UHFFFAOYSA-N,DTXCID00945008,-,1,-,-,17,-,-,-,-,-,-
"N-methyl-3,4-dihydro-1H-isoquinolin-2-amine",94314-66-6,DTXSID60328358,CNN1CCC2=CC=CC=C2C1,CNN1CCC2=CC=CC=C2C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-11-12-7-6-9-4-2-3-5-10(9)8-12/h2-5,11H,6-8H2,1H3",FKSNFGGLYGSUSO-UHFFFAOYSA-N,DTXCID90279465,-,2,-,-,15,-,-,-,-,-,-
"1,4,7-Trimethyl-4,5-dihydro-1H-pyrrolo[2,3-c]pyridine",87870-16-4,DTXSID60521463,CC1CN=C(C)C2=C1C=CN2C,CC1CN=C(C)C2=C1C=CN2C,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-6-11-8(2)10-9(7)4-5-12(10)3/h4-5,7H,6H2,1-3H3",FNZXGIBVMHUJBP-UHFFFAOYSA-N,DTXCID20975827,-,1,-,-,5,-,-,-,-,-,-
"1(2H)-Quinolinamine, 3,4-dihydro-6-methyl-",66556-07-8,DTXSID10438830,CC1=CC2=C(C=C1)N(N)CCC2,CC1=CC2=C(C=C1)N(N)CCC2,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-4-5-10-9(7-8)3-2-6-12(10)11/h4-5,7H,2-3,6,11H2,1H3",FSTBMVYMVIWCKK-UHFFFAOYSA-N,DTXCID70389652,-,1,-,-,11,-,-,-,-,-,-
p-Dimethylaminophenyl aziridine,82027-08-5,DTXSID30231542,CN(C)C1=CC=C(C=C1)N1CC1,CN(C)C1=CC=C(C=C1)N1CC1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-11(2)9-3-5-10(6-4-9)12-7-8-12/h3-6H,7-8H2,1-2H3",FSTZGHIBMJDRNA-UHFFFAOYSA-N,DTXCID60154033,-,3,-,-,8,-,-,-,-,-,-
"6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridin-3-amine",178209-28-4,DTXSID10444274,NC1=CC2=C(CCCCC2)N=C1,NC1=CC2=C(CCCCC2)N=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-6-8-4-2-1-3-5-10(8)12-7-9/h6-7H,1-5,11H2",GFMPWQOFIOWFIV-UHFFFAOYSA-N,DTXCID10395095,-,1,-,-,22,-,-,-,-,-,-
3-[(Pyrrolidin-2-yl)methyl]pyridine--hydrogen chloride (1/2),1003561-86-1,DTXSID50592086,Cl.Cl.C(C1CCCN1)C1=CN=CC=C1,C(C1CCCN1)C1=CN=CC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-3-9(8-11-5-1)7-10-4-2-6-12-10/h1,3,5,8,10,12H,2,4,6-7H2",GFYJSFUVPAUKJA-UHFFFAOYSA-N,DTXCID10862712,-,1,-,-,18,-,-,-,-,-,-
4-Isopropylbenzamidine,743417-63-2,DTXSID30424871,CC(C)C1=CC=C(C=C1)C(N)=N,CC(C)C1=CC=C(C=C1)C(N)=N,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7(2)8-3-5-9(6-4-8)10(11)12/h3-7H,1-2H3,(H3,11,12)",GIJOFUJDYGKZGG-UHFFFAOYSA-N,DTXCID00375705,-,1,-,-,19,-,-,-,-,-,-
"2-(2,6-dimethylphenyl)ethanimidamide",374064-82-1,DTXSID20408180,CC1=CC=CC(C)=C1CC(N)=N,CC1=CC=CC(C)=C1CC(N)=N,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-4-3-5-8(2)9(7)6-10(11)12/h3-5H,6H2,1-2H3,(H3,11,12)",GKBVDCZWZFBZIE-UHFFFAOYSA-N,DTXCID70359032,-,1,-,-,17,-,-,-,-,-,-
"6-Methyl-1,2,3,4-tetrahydroquinolin-8-amine",160431-50-5,DTXSID00730294,CC1=CC2=C(NCCC2)C(N)=C1,CC1=CC2=C(NCCC2)C(N)=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-5-8-3-2-4-12-10(8)9(11)6-7/h5-6,12H,2-4,11H2,1H3",GLOWZAPATGRICO-UHFFFAOYSA-N,DTXCID80681038,-,1,-,-,12,-,-,-,-,-,-
"3-Methyl-5,6,7,8-tetrahydroquinolin-8-amine",62455-48-5,DTXSID40493891,CC1=CC2=C(N=C1)C(N)CCC2,CC1=CC2=C(N=C1)C(N)CCC2,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-5-8-3-2-4-9(11)10(8)12-6-7/h5-6,9H,2-4,11H2,1H3",HCOWPHZNMIYZAN-UHFFFAOYSA-N,DTXCID50968045,-,1,-,-,10,-,-,-,-,-,-
"2-(3,4-dimethylphenyl)ethanimidamide",6511-96-2,DTXSID90407266,CC1=C(C)C=C(CC(N)=N)C=C1,CC1=C(C)C=C(CC(N)=N)C=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-3-4-9(5-8(7)2)6-10(11)12/h3-5H,6H2,1-2H3,(H3,11,12)",HDWGUBKBOQWZIY-UHFFFAOYSA-N,DTXCID40358118,-,2,-,-,16,-,-,-,-,-,-
"1-Methyl-1,2,3,4-tetrahydroquinolin-4-amine",851390-46-0,DTXSID80593768,CN1CCC(N)C2=CC=CC=C12,CN1CCC(N)C2=CC=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-12-7-6-9(11)8-4-2-3-5-10(8)12/h2-5,9H,6-7,11H2,1H3",HMCPFKPMDMJMGK-UHFFFAOYSA-N,DTXCID30863089,-,1,-,-,21,-,-,-,-,-,-
"2-(2,3-dihydro-1H-indol-1-yl)ethanamine",46006-95-5,DTXSID30360068,NCCN1CCC2=CC=CC=C12,NCCN1CCC2=CC=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-6-8-12-7-5-9-3-1-2-4-10(9)12/h1-4H,5-8,11H2",HNLHKBSAQALACU-UHFFFAOYSA-N,DTXCID20311120,-,1,-,-,46,-,-,-,-,-,-
"2,3,4,5-Tetrahydro-1H-1-benzazepin-5-amine",885275-16-1,DTXSID00679992,NC1CCCNC2=CC=CC=C12,NC1CCCNC2=CC=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-5-3-7-12-10-6-2-1-4-8(9)10/h1-2,4,6,9,12H,3,5,7,11H2",HWCKTLUUWDOMTP-UHFFFAOYSA-N,DTXCID70890056,-,1,-,-,23,-,-,-,-,-,-
"(5S)-2,3,4,5-Tetrahydro-1H-1-benzazepin-5-amine",294196-07-9,DTXSID40717004,N[C@H]1CCCNC2=CC=CC=C12,NC1CCCNC2=CC=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-5-3-7-12-10-6-2-1-4-8(9)10/h1-2,4,6,9,12H,3,5,7,11H2",HWCKTLUUWDOMTP-UHFFFAOYSA-N,DTXCID70890056,-,1,-,-,13,-,-,-,-,-,-
"(5R)-2,3,4,5-Tetrahydro-1H-1-benzazepin-5-amine",294196-60-4,DTXSID80680046,N[C@@H]1CCCNC2=CC=CC=C12,NC1CCCNC2=CC=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-5-3-7-12-10-6-2-1-4-8(9)10/h1-2,4,6,9,12H,3,5,7,11H2",HWCKTLUUWDOMTP-UHFFFAOYSA-N,DTXCID70890056,-,1,-,-,15,-,-,-,-,-,-
5-Methylnon-4-enedinitrile,56726-76-2,DTXSID80707505,CC(CCCC#N)=CCCC#N,CC(CCCC#N)=CCCC#N,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-10(6-2-4-8-11)7-3-5-9-12/h6H,2-5,7H2,1H3",HWGNERYJKMWNBQ-UHFFFAOYSA-N,DTXCID10658253,-,1,-,-,6,-,-,-,-,-,-
4-(1-Methylpyrrolidin-3-yl)pyridine,92118-23-5,DTXSID40595829,CN1CCC(C1)C1=CC=NC=C1,CN1CCC(C1)C1=CC=NC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-12-7-4-10(8-12)9-2-5-11-6-3-9/h2-3,5-6,10H,4,7-8H2,1H3",IIOIXXVCPOKENC-UHFFFAOYSA-N,DTXCID40863510,-,1,-,-,9,-,-,-,-,-,-
4-(Azetidin-1-yl)-3-methylaniline,344405-53-4,DTXSID50666337,CC1=C(C=CC(N)=C1)N1CCC1,CC1=C(C=CC(N)=C1)N1CCC1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-7-9(11)3-4-10(8)12-5-2-6-12/h3-4,7H,2,5-6,11H2,1H3",IPDBDZJRQKUCII-UHFFFAOYSA-N,DTXCID50617086,-,1,-,-,11,-,-,-,-,-,-
"(R)-N-Methyl-1,2,3,4-tetrahydroquinolin-3-amine",166742-75-2,DTXSID60432868,CN[C@H]1CNC2=CC=CC=C2C1,CNC1CNC2=CC=CC=C2C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-11-9-6-8-4-2-3-5-10(8)12-7-9/h2-5,9,11-12H,6-7H2,1H3",IQDMUSPYIULEGD-UHFFFAOYSA-N,DTXCID70837941,-,1,-,-,25,-,-,-,-,-,-
1-[(2H-Pyrrol-2-ylidene)methyl]piperidine,19611-56-4,DTXSID60777726,C1CCN(CC1)C=C1C=CC=N1,C1CCN(CC1)C=C1C=CC=N1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-7-12(8-3-1)9-10-5-4-6-11-10/h4-6,9H,1-3,7-8H2",IRGABYHRDAHSBV-UHFFFAOYSA-N,DTXCID50728469,-,1,-,-,4,-,-,-,-,-,-
"2-methyl-5,6,7,8-tetrahydroquinolin-8-ylamine",502612-52-4,DTXSID00431810,CC1=NC2=C(CCCC2N)C=C1,CC1=NC2=C(CCCC2N)C=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-5-6-8-3-2-4-9(11)10(8)12-7/h5-6,9H,2-4,11H2,1H3",IXOVJHWQNJYEPQ-UHFFFAOYSA-N,DTXCID80837553,-,1,-,-,13,-,-,-,-,-,-
Semiamitraz chloride,51550-40-4,DTXSID10199510,Cl.CNC=NC1=C(C)C=C(C)C=C1,CNC=NC1=CC=C(C)C=C1C,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-4-5-10(9(2)6-8)12-7-11-3/h4-7H,1-3H3,(H,11,12)",JIIOLEGNERQDIP-UHFFFAOYSA-N,DTXCID9017696,-,13,-,13,18,4,1,-,-,-,-
"N'-(2,4-Dimethylphenyl)-N-methylformamidine",33089-74-6,DTXSID1037696,CNC=NC1=CC=C(C)C=C1C,CNC=NC1=CC=C(C)C=C1C,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-4-5-10(9(2)6-8)12-7-11-3/h4-7H,1-3H3,(H,11,12)",JIIOLEGNERQDIP-UHFFFAOYSA-N,DTXCID9017696,5.43E-08,35,0,13,39,6,-,1,-,1,1
"2,3-Dipropylbut-2-enedinitrile",217322-20-8,DTXSID00855178,CCCC(C#N)=C(CCC)C#N,CCCC(C#N)=C(CCC)C#N,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-3-5-9(7-11)10(8-12)6-4-2/h3-6H2,1-2H3",JSWAWCSIOCLTRB-UHFFFAOYSA-N,DTXCID80805919,-,1,-,-,4,-,-,-,-,-,-
Oxalic acid--(3E)-N-methyl-4-(pyridin-3-yl)but-3-en-1-amine (1/1),220662-95-3,DTXSID00632688,OC(=O)C(O)=O.CNCC\C=C\C1=CN=CC=C1,CNCCC=CC1=CN=CC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-11-7-3-2-5-10-6-4-8-12-9-10/h2,4-6,8-9,11H,3,7H2,1H3",JUOSGGQXEBBCJB-UHFFFAOYSA-N,DTXCID80813099,-,1,-,-,15,-,-,-,-,-,-
1-benzylimidazolidine,630126-04-4,DTXSID40458642,C(N1CCNC1)C1=CC=CC=C1,C(N1CCNC1)C1=CC=CC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-4-10(5-3-1)8-12-7-6-11-9-12/h1-5,11H,6-9H2",JXOLTCZDUFJFRL-UHFFFAOYSA-N,DTXCID30409461,-,1,-,-,21,-,-,-,-,-,-
"Quinoxaline, 1,2,3,4-tetrahydro-1-ethyl-",73855-46-6,DTXSID30224434,CCN1CCNC2=CC=CC=C12,CCN1CCNC2=CC=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-12-8-7-11-9-5-3-4-6-10(9)12/h3-6,11H,2,7-8H2,1H3",KIDFEKJWQHWALS-UHFFFAOYSA-N,DTXCID30146925,-,3,-,-,28,-,-,-,-,-,-
5-Methylenenonanedinitrile,50592-61-5,DTXSID80198631,C=C(CCCC#N)CCCC#N,C=C(CCCC#N)CCCC#N,C10H14N2,162.1156985,InChI=1S/C10H14N2/c1-10(6-2-4-8-11)7-3-5-9-12/h1-7H2,KKWHJFKPVHVBSZ-UHFFFAOYSA-N,DTXCID40121122,-,4,-,-,17,-,1,-,-,-,-
3-(Piperidin-3-yl)pyridine,31251-28-2,DTXSID50576785,C1CNCC(C1)C1=CN=CC=C1,C1CNCC(C1)C1=CN=CC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-3-9(7-11-5-1)10-4-2-6-12-8-10/h1,3,5,7,10,12H,2,4,6,8H2",KLDGENGYOLDCCH-UHFFFAOYSA-N,DTXCID90948003,-,1,-,-,21,-,-,-,-,-,-
1-Benzylazetidin-3-amine--hydrogen chloride (1/2),1307683-81-3,DTXSID20704391,Cl.Cl.NC1CN(CC2=CC=CC=C2)C1,NC1CN(CC2=CC=CC=C2)C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-10-7-12(8-10)6-9-4-2-1-3-5-9/h1-5,10H,6-8,11H2",KLUJUFXZZAOGQQ-UHFFFAOYSA-N,DTXCID80387442,-,1,-,-,17,-,-,-,-,-,-
1-benzylazetidin-3-amine,223381-58-6,DTXSID50436618,NC1CN(CC2=CC=CC=C2)C1,NC1CN(CC2=CC=CC=C2)C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-10-7-12(8-10)6-9-4-2-1-3-5-9/h1-5,10H,6-8,11H2",KLUJUFXZZAOGQQ-UHFFFAOYSA-N,DTXCID80387442,-,1,-,-,53,-,-,-,-,-,-
(2-Methyl-3-phenylprop-2-en-1-yl)hydrazine,92882-31-0,DTXSID30708325,CC(CNN)=CC1=CC=CC=C1,CC(CNN)=CC1=CC=CC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-9(8-12-11)7-10-5-3-2-4-6-10/h2-7,12H,8,11H2,1H3",KQLJIMNWWNBXCX-UHFFFAOYSA-N,DTXCID60659073,-,1,-,-,5,-,-,-,-,-,-
2-(Piperidin-4-yl)pyridine,30532-37-7,DTXSID00438829,C1CC(CCN1)C1=CC=CC=N1,C1CC(CCN1)C1=CC=CC=N1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-6-12-10(3-1)9-4-7-11-8-5-9/h1-3,6,9,11H,4-5,7-8H2",KVNQCSIGNRPHHM-UHFFFAOYSA-N,DTXCID10389651,-,2,-,-,45,-,-,-,-,-,-
2-(Piperidin-4-yl)pyridine--hydrogen chloride (1/2),143924-45-2,DTXSID40582436,Cl.Cl.C1CC(CCN1)C1=CC=CC=N1,C1CC(CCN1)C1=CC=CC=N1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-6-12-10(3-1)9-4-7-11-8-5-9/h1-3,6,9,11H,4-5,7-8H2",KVNQCSIGNRPHHM-UHFFFAOYSA-N,DTXCID10389651,-,1,-,-,30,-,-,-,-,-,-
2-(Piperidin-4-yl)pyridine--hydrogen chloride (1/1),216688-64-1,DTXSID80629410,Cl.C1CC(CCN1)C1=CC=CC=N1,C1CC(CCN1)C1=CC=CC=N1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-6-12-10(3-1)9-4-7-11-8-5-9/h1-3,6,9,11H,4-5,7-8H2",KVNQCSIGNRPHHM-UHFFFAOYSA-N,DTXCID10389651,-,1,-,-,21,-,-,-,-,-,-
1-Cyclopropyl-1-(3-methylpyridin-2-yl)methanamine,1015846-65-7,DTXSID90672452,CC1=C(N=CC=C1)C(N)C1CC1,CC1=C(N=CC=C1)C(N)C1CC1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-7-3-2-6-12-10(7)9(11)8-4-5-8/h2-3,6,8-9H,4-5,11H2,1H3",LBRBZJUBGVFGGD-UHFFFAOYSA-N,DTXCID00888340,-,1,-,-,13,-,-,-,-,-,-
"9-Methyl-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine",195986-82-4,DTXSID40442349,CC1=C2NCCNCC2=CC=C1,CC1=C2NCCNCC2=CC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-3-2-4-9-7-11-5-6-12-10(8)9/h2-4,11-12H,5-7H2,1H3",LCZRNBVXQPCCDG-UHFFFAOYSA-N,DTXCID90393170,-,2,-,-,41,-,-,-,-,-,-
"2,3,4,5-Tetrahydro-1H-3-benzazepin-7-amine",107393-73-7,DTXSID60546777,NC1=CC2=C(CCNCC2)C=C1,NC1=CC2=C(CCNCC2)C=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-10-2-1-8-3-5-12-6-4-9(8)7-10/h1-2,7,12H,3-6,11H2",LOXPKSAIAHLVML-UHFFFAOYSA-N,DTXCID90497561,-,1,-,-,35,-,-,-,-,-,-
4-(Azetidin-1-yl)-2-methylaniline,344405-56-7,DTXSID90666336,CC1=C(N)C=CC(=C1)N1CCC1,CC1=C(N)C=CC(=C1)N1CCC1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-7-9(3-4-10(8)11)12-5-2-6-12/h3-4,7H,2,5-6,11H2,1H3",MOSQPXDQOSPHTN-UHFFFAOYSA-N,DTXCID90617085,-,1,-,-,11,-,-,-,-,-,-
4-[(Azetidin-1-yl)methyl]aniline,263339-26-0,DTXSID50626577,NC1=CC=C(CN2CCC2)C=C1,NC1=CC=C(CN2CCC2)C=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-10-4-2-9(3-5-10)8-12-6-1-7-12/h2-5H,1,6-8,11H2",MQWIENFKSMUTOO-UHFFFAOYSA-N,DTXCID70577330,-,1,-,-,14,-,-,-,-,-,-
4-Piperidylpyridine,2767-90-0,DTXSID20182039,C1CCN(CC1)C1=CC=NC=C1,C1CCN(CC1)C1=CC=NC=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-8-12(9-3-1)10-4-6-11-7-5-10/h4-7H,1-3,8-9H2",MTPBUCCXRGSDCR-UHFFFAOYSA-N,DTXCID80104530,-,7,-,-,84,-,1,-,-,-,-
Anabasine dihydrochloride,31945-06-9,DTXSID20185782,Cl.Cl.C1CC[C@H](NC1)C1=CN=CC=C1,C1CCC(NC1)C1=CC=CN=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2",MTXSIJUGVMTTMU-UHFFFAOYSA-N,DTXCID50202491,-,4,-,-,5,-,-,-,-,-,-
"(S)-3-(2-Piperidyl)pyridine, compound with picric acid (1:2)",37520-45-9,DTXSID30190963,C1CC[C@H](NC1)C1=CN=CC=C1.OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O.OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,C1CCC(NC1)C1=CC=CN=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2",MTXSIJUGVMTTMU-UHFFFAOYSA-N,DTXCID50202491,-,3,-,-,5,-,-,-,-,-,-
Nitric acid--3-[(2S)-piperidin-2-yl]pyridine (1/1),585564-76-7,DTXSID40852303,O[N+]([O-])=O.C1CC[C@H](NC1)C1=CN=CC=C1,C1CCC(NC1)C1=CC=CN=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2",MTXSIJUGVMTTMU-UHFFFAOYSA-N,DTXCID50202491,-,1,-,-,3,-,-,-,-,-,-
L-3-(2'-Piperidyl)pyridine,494-52-0,DTXSID9041607,C1CC[C@H](NC1)C1=CC=CN=C1,C1CCC(NC1)C1=CC=CN=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2",MTXSIJUGVMTTMU-UHFFFAOYSA-N,DTXCID50202491,5.73E-08,43,0,270,50,6,1,-,-,-,1
Heptylidenepropanedinitrile,695165-26-5,DTXSID20582474,CCCCCCC=C(C#N)C#N,CCCCCCC=C(C#N)C#N,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-2-3-4-5-6-7-10(8-11)9-12/h7H,2-6H2,1H3",MZTUQCOHFNZSLC-UHFFFAOYSA-N,DTXCID70533239,-,1,-,-,10,-,-,-,-,-,-
3-(Pyrrolidin-3-yl)aniline--hydrogen chloride (1/2),1203681-66-6,DTXSID10856277,Cl.Cl.NC1=CC=CC(=C1)C1CCNC1,NC1=CC(=CC=C1)C1CCNC1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-10-3-1-2-8(6-10)9-4-5-12-7-9/h1-3,6,9,12H,4-5,7,11H2",NCCAHXJXZSQBBE-UHFFFAOYSA-N,DTXCID50908062,-,1,-,-,12,-,-,-,-,-,-
1-[(Cyclohex-1-en-1-yl)methyl]aziridine-2-carbonitrile,75984-78-0,DTXSID20607898,N#CC1CN1CC1=CCCCC1,N#CC1CN1CC1=CCCCC1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-6-10-8-12(10)7-9-4-2-1-3-5-9/h4,10H,1-3,5,7-8H2",NGYSMPWNVYTSDR-UHFFFAOYSA-N,DTXCID00866446,-,1,-,-,7,-,-,-,-,-,-
"7-Methyl-2,3,4,5-tetrahydro-1H-1,4-benzodiazepine",422318-36-3,DTXSID60609437,CC1=CC2=C(NCCNC2)C=C1,CC1=CC2=C(NCCNC2)C=C1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-2-3-10-9(6-8)7-11-4-5-12-10/h2-3,6,11-12H,4-5,7H2,1H3",NJFPGSCEQVZTIQ-UHFFFAOYSA-N,DTXCID00560194,-,2,-,-,41,-,-,-,-,-,-
"3,3-Dimethyl-2,3-dihydro-1H-indol-5-amine",1158745-51-7,DTXSID20738237,CC1(C)CNC2=C1C=C(N)C=C2,CC1(C)CNC2=C1C=C(N)C=C2,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-10(2)6-12-9-4-3-7(11)5-8(9)10/h3-5,12H,6,11H2,1-2H3",NLAMTLXEEAQDSL-UHFFFAOYSA-N,DTXCID80688981,-,1,-,-,10,-,-,-,-,-,-
"1,2,3,4-Tetrahydronaphthalene-1,5-diamine",20351-50-2,DTXSID50573138,NC1CCCC2=C1C=CC=C2N,NC1CCCC2=C(N)C=CC=C12,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1,3,5,10H,2,4,6,11-12H2",NRFAHLRZAHGETL-UHFFFAOYSA-N,DTXCID30947030,-,1,-,-,9,-,-,-,-,-,-
"Benzenecarboximidamide, N,N',4-trimethyl-, monohydrochloride",64594-06-5,DTXSID80214840,Cl.CN\C(=N/C)C1=CC=C(C)C=C1,CN\C(=N/C)c1ccc(C)cc1,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-4-6-9(7-5-8)10(11-2)12-3/h4-7H,1-3H3,(H,11,12)",NWPZITRZECKRAL-UHFFFAOYSA-N,DTXCID50205189,-,3,-,-,7,-,-,-,-,-,-
"1-Methyl-1,2,3,4-tetrahydroquinolin-7-amine",304690-94-6,DTXSID10458992,CN1CCCC2=C1C=C(N)C=C2,CN1CCCC2=C1C=C(N)C=C2,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-12-6-2-3-8-4-5-9(11)7-10(8)12/h4-5,7H,2-3,6,11H2,1H3",OMGAOBAAEGMMTF-UHFFFAOYSA-N,DTXCID40409811,-,3,-,-,66,-,-,-,-,-,-
"1-Methyl-1,2,3,4-tetrahydroquinolin-7-amine--hydrogen chloride (1/1)",927684-97-7,DTXSID60647556,Cl.CN1CCCC2=C1C=C(N)C=C2,CN1CCCC2=C1C=C(N)C=C2,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-12-6-2-3-8-4-5-9(11)7-10(8)12/h4-5,7H,2-3,6,11H2,1H3",OMGAOBAAEGMMTF-UHFFFAOYSA-N,DTXCID40409811,-,1,-,-,36,-,-,-,-,-,-
"N-(2,3-Dimethylphenyl)-N'-methylmethanimidamide",42572-04-3,DTXSID00709485,C\N=C\NC1=CC=CC(C)=C1C,C\N=C\NC1=CC=CC(C)=C1C,C10H14N2,162.1156985,"InChI=1S/C10H14N2/c1-8-5-4-6-10(9(8)2)12-7-11-3/h4-7H,1-3H3,(H,11,12)",ORVPMWFGKDZNEY-UHFFFAOYSA-N,DTXCID90660233,-,1,-,-,5,-,-,-,-,-,-
